Death Agency Number,URSUS Agency Name,Primary Name,Alternate URSUS Name,NCIC,ORI,Related County,Complaint Agency Name,gdrive_folder_name,Agency Website,CRP pra Agency name,MuckRock Agency ID,Agency Type (string),Post Name,Complaint Year,County,Complaint Type,Complaint Count,Alternate Name,resourceid,AGENCY_NAME
,,Apple Valley Unified School District Police Department,,,,San Bernardino County,,,"{""url"": ""https://www.avusd.org/departments/district-police"", ""url_label"": """"}",,,,APPLE VALLEY UNIF SCH DIST PD,,San Bernardino,,,,0468147d-d777-4c8e-9b08-b6a2392201c8,
,,East Palo Alto Police Department,,4127,,San Mateo County,East Palo Alto Police Department,East Palo Alto Police Department,"{""url"": ""https://www.cityofepa.org/police/custom-contact-page/police-contact-information"", ""url_label"": """"}",East Palo Alto Police Department,7505.0,Police Department,EAST PALO ALTO PD,,San Mateo,,,,aedd1fb7-55a0-4316-b11f-c87841232e6d,
,,Brea Police Department Communications Center,,,,Orange County,,,"{""url"": ""https://ca-brea.civicplus.com/1045/Dispatch"", ""url_label"": """"}",,,,BREA 911 COMM CTR,,Orange,,,,84be073e-9203-44cf-95e7-ced154775e87,
,,Adelanto Police Department,,,,San Bernardino County,,,"{""url"": ""https://wp.sbcounty.gov/sheriff/patrol-stations/victor-valley/"", ""url_label"": """"}",,,,ADELANTO PD,,San Bernardino,,,,cfd0e1bb-14fa-479b-a68f-bbcca7a8e9a4,
,,Alameda Contra Costa Transit Police Department,,,,"Alameda County, Contra Costa County",,,"{""url"": ""https://www.cocosheriff.org/bureaus/field-operations/special-operations-division/ac-transit"", ""url_label"": """"}",,,,"ALAMEDA/CONTRA COSTA TRAN (OBS, ALAMEDA/CONTRA COSTA TRAN",,"Alameda, Contra Costa",,,,86106276-5e10-46fc-a6cf-5862e79e9e31,
,,Baldwin Park Unified School District Police Department,,,,Los Angeles County,,,"{""url"": ""https://www.bpusd.net/apps/news/article/775202"", ""url_label"": """"}",,,,"BALDWIN PARK UNIF SCH DIST PD, BALDWIN PARK USD PD",,Los Angeles,,,,0973bd53-c9fb-49ba-ae2c-68a1717ec241,
,,Barstow Police Department,,3601,,San Bernardino County,Barstow Police Department,Barstow Police Department,"{""url"": ""https://www.barstowca.org/departments/police/office-of-the-chief"", ""url_label"": """"}",Barstow Police Department,19684.0,Police Department,BARSTOW PD,,San Bernardino,,,,51be6673-2fa6-45f3-b550-8c7c00457f89,
,,Burbank-Glendale-Pasadena Airport Authority Police Department,,6578,,Los Angeles County,Burbank-Glendale-Pasadena Airport,Burbank-Glendale-Pasadena Airport Authority Police Department,"{""url"": ""https://www.hollywoodburbankairport.com/airport-authority/bgpaa-police/"", ""url_label"": """"}",Burbank-Glendale-Pasadena Airport Authority Police Department,19708.0,Airport,BURBANK AIRPORT AUTH PD,,Los Angeles,,,,71cfee5d-2229-4c56-8e0a-5933f9381194,
,,Burlington North Santa Fe Railway PD,,6541,,Kings County,Burlington North Santa Fe Railway PD,,"{""url"": ""https://www.bnsf.com/in-the-community/safety-and-security/police-team.page"", ""url_label"": """"}",,,railroad,BURLINGTON NORTHRN SANTA FE RR,,Kings,,,,05688e5f-feb9-4eda-8172-049669f6edad,
,,California Department of Employment Development,,,,"Fresno County, Sacramento County, San Francisco County",,California Department of Employment Development,"{""url"": ""https://edd.ca.gov/"", ""url_label"": """"}",California Department of Employment Development,19598.0,State Agency (not prisons),CA DEPT EMPLOYMENT DEVELOPMENT,,"Fresno, Sacramento, San Francisco",,,,a63a425e-2b2c-4a9a-869a-7d4ad1f6d03c,
,,California Department of Health Care Services,,,,Sacramento County,,,"{""url"": ""https://www.dhcs.ca.gov/"", ""url_label"": """"}",,,,CA DEPT HEALTH CARE SVCS,,Sacramento,,,,7e2dcea9-e693-4df6-9f4a-1e2eaa11bc85,
,,Calipatria Police Department,,1303,,Imperial County,Calipatria Police Department,Calipatria Police Department,"{""url"": ""https://www.calipatria.com/the-city/departments/public-safety/"", ""url_label"": """"}",Calipatria Police Department,19715.0,Police Department,CALIPATRIA PD,,Imperial,,,,915937fa-f80d-4c3a-8c2c-98db1859bb39,
,,Carpinteria Police Department,,,,Santa Barbara County,,,"{""url"": ""https://www.sbsheriff.org/command-and-divisions/law-enforcement-operations/south-county-operations-division/coastal-bureau-city-carpinteria/"", ""url_label"": """"}",,,,CARPINTERIA PD  C-42,,Santa Barbara,,,,daaf6851-bf85-4ed4-8539-55d8576448b1,
,,China Lake Police Department,,,,Kern County,,,"{""url"": ""https://cnrsw.cnic.navy.mil/Installations/NAWS-China-Lake/Operations-and-Management/Force-Protection/"", ""url_label"": """"}",,,,CHINA LAKE PD,,Kern,,,,7e4c4972-8725-45df-8ccf-18d38e274090,
,,Clovis Unified School District Police Department,,6643,,Fresno County,Clovis Unified School District PD,Clovis Unified School District Police Department,"{""url"": ""https://www.cusd.com/police-department"", ""url_label"": """"}",Clovis Unified School District Police Department,19813.0,K-12,CLOVIS UNIF SCHL DIST PD,,Fresno,,,,131ce234-1cb3-4823-84f9-cbd7ab88d998,
,,Coachella Police Department,,,,Riverside County,,,"{""url"": ""https://www.riversidesheriff.org/616/Thermal-Station"", ""url_label"": """"}",,,,COACHELLA PD,,Riverside,,,,252e28db-e94f-4dc8-9ec6-f5431548722f,
,,Coast Community College District Police Department,,,,Orange County,,Coast Community College District Police Department,,Coast Community College District Police Department,19936.0,Community College,COAST CCD PD,,Orange,,,,9d068345-6bf0-4852-81fb-255d470915b4,
,,Colfax Police Department,,,,Placer County,,,"{""url"": ""https://www.placer.ca.gov/2269/Colfax-Substation"", ""url_label"": """"}",,,,COLFAX PD,,Placer,,,,8d99a55c-fa84-4423-8075-5b5a99251621,
,,College of the Redwoods Campus Safety,,,,Humboldt County,,,"{""url"": ""https://www.redwoods.edu/about/security/index.php"", ""url_label"": """"}",,,,COLLEGE OF THE REDWOODS PD,,Humboldt,,,,ff5b8322-c2b1-4403-bff7-854f71e574cc,
,,College of the Sequoias Police Department,,5411,,Tulare County,College of the Sequoias PD,College of the Sequoias Police Department,"{""url"": ""https://www.cos.edu/en-us/student-support/police"", ""url_label"": """"}",College of the Sequoias Police Department,19802.0,Community College,COLLEGE OF THE SEQUOIAS PD,,Tulare,,,,b9398156-c644-487c-9eef-ab11819d8cb1,
,,Compton Community College Police Department,,6621,,Los Angeles County,Compton Community College,Compton Community College Police Department,"{""url"": ""https://www.compton.edu/campus-safety/index.aspx"", ""url_label"": """"}",Compton Community College Police Department,19914.0,Community College,COMPTON CCD PD,,Los Angeles,,,,b859f1bf-7ffe-408c-aea2-756c5f5979c7,
,,Compton Police Department,,,,Los Angeles County,,,"{""url"": ""https://lasd.org/compton/"", ""url_label"": """"}",,,,COMPTON PD,,Los Angeles,,,,02fba232-d306-4cea-8a54-7f9bab1c357f,
,,Compton Unified School District Police Department,,,,Los Angeles County,,Compton Unified School District Police Department,"{""url"": ""https://applications.compton.k12.ca.us/departments/school-police/home"", ""url_label"": """"}",Compton Unified School District Police Department,19839.0,K-12,COMPTON UNIF SCH DIST PD,,Los Angeles,,,,ce6c90af-e943-444e-a614-24d3b32db478,
,,Contra Costa Community College District Police Department,,,,Contra Costa County,,,"{""url"": ""https://www.losmedanos.edu/safety/index.aspx"", ""url_label"": """"}",,,,LOS MEDANOS COL-SEC OFC,,Contra Costa,,,,eca2ed9e-69ba-465d-b1a0-06f406f4d0f4,
,,Contra Costa County District Attorney,,6307,,Contra Costa County,Contra Costa Co. District Attorney,Contra Costa County District Attorney,"{""url"": ""https://www.contracosta.ca.gov/9975/District-Attorney-"", ""url_label"": """"}",Contra Costa County District Attorney,18125.0,District Attorney,CONTRA COSTA CO DA,,Contra Costa,,,,b9d08399-5433-4c6e-b181-6a32dbb1a333,
,,Contra Costa County Marshal Office,,,,Contra Costa County,,,,,,,CONTRA COSTA CO MARSHAL,,Contra Costa,,,,1ce30ebf-6037-47c1-9427-81455273ff61,
,,Corte Madera Police Department,,,,Marin County,,,"{""url"": ""https://www.centralmarinpolice.org/"", ""url_label"": """"}",,,,CORTE MADERA PD  C-21,,Marin,,,,87586602-0dfd-44a1-99c7-c99c77539e97,
,,Crescent City Harbor Patrol,,,,Del Norte County,,,"{""url"": ""https://www.ccharbor.com/contact-us"", ""url_label"": """"}",,,,CRESCENT CITY HARBOR DISTRICT,,Del Norte,,,,0637958c-dd7f-4360-95c3-c5c687551562,
,,Del Norte County District Attorney,,6308,,Del Norte County,Del Norte County District Attorney,Del Norte County District Attorney,"{""url"": ""https://www.co.del-norte.ca.us/departments/DA"", ""url_label"": """"}",Del Norte County District Attorney,18075.0,District Attorney,DEL NORTE CO DA,,Del Norte,,,,d473d41d-b708-4d9f-9872-390811d41aa9,
,,Dorris Police Department,,,,Siskiyou County,,,"{""url"": ""https://www.dorrisca.us/departments/law-enforcement/"", ""url_label"": """"}",,,,DORRIS PD,,Siskiyou,,,,f08f0453-d340-47cb-9018-b8dc6d49e4f9,
,,East Bay Municipal Utilities Dist.,,,,Alameda County,,East Bay Municipal Utilities Dist.,"{""url"": ""https://www.ebmud.com/"", ""url_label"": """"}",East Bay Municipal Utilities Dist.,19678.0,Other,EAST BAY MUNCPL UTIL DIST,,Alameda,,,,48f6cf58-8990-496d-9556-330dd3bd714a,
,,El Dorado County Emergency Medical Dispatch,,,,El Dorado County,,,"{""url"": ""https://www.eldoradocounty.ca.gov/Public-Safety-Justice/Emergency-Medical-Services/9-1-1-Dispatch-Centers-and-Emergency-Medical-Dispatch"", ""url_label"": """"}",,,,EL DORADO COMMUNICATION,,El Dorado,,,,d6aeccbf-01c7-4173-8fc7-f00f941dad8a,
,,El Dorado Probation Department,,,,El Dorado County,,,"{""url"": ""https://www.eldoradocounty.ca.gov/Public-Safety-Justice/Safety-Justice/Probation"", ""url_label"": """"}",,,,,,El Dorado,,,,3c1b172b-8247-492b-8d1c-0e160c8ccfce,
,,El Rancho Unified School District Police Department,,,,Los Angeles County,,El Rancho Unified School District Police Department,"{""url"": ""https://www.erusd.org/apps/pages/index.jsp?uREC_ID=155468&type=d&pREC_ID=1337214"", ""url_label"": """"}",El Rancho Unified School District Police Department,19908.0,K-12,EL RANCHO USD PD,,Los Angeles,,,,3f4a156f-c135-49f9-a657-9974140b5c91,
,,Exposition Park Department of Public Safety,,,,Los Angeles County,,,"{""url"": ""https://expositionpark.ca.gov/public-safety/"", ""url_label"": """"}",,,,EXPOSITION PARK DPS,,Los Angeles,,,,ba778ecb-4497-414c-b628-6f774196b490,
,,Fillmore Police Department,,,,Ventura County,,,"{""url"": ""https://www.fillmoreca.gov/1315/Public-Safety"", ""url_label"": """"}",,,,FILLMORE PD,,Ventura,,,,6c1d4f12-8822-463a-a9ec-f442e4aaacfb,
,,Fresno Office of Independent Review,,,,Fresno County,,Fresno Office of Independent Review,"{""url"": ""https://www.fresno.gov/citymanager/office-of-independent-review/"", ""url_label"": """"}",Fresno Office of Independent Review,19868.0,Oversight Agency,,,Fresno,,,,eb00af05-c942-4e44-a5ac-09e0c7d54163,
,,Fresno Yosemite Airport Police Department,,6585,,Fresno County,Fresno Airport Public Safety,Fresno Yosemite Airport Police Department,"{""url"": ""https://flyfresno.com/public-safety/"", ""url_label"": """"}",Fresno Yosemite Airport Police Department,19953.0,Airport,FRESNO YOSEMITE INT'L AIRPORT,,Fresno,,,,e10df5ca-664d-4e87-b7ad-74c15aa0b880,
,,Fulton-El Camino Recreation and Park District Police Department,,,,Sacramento County,,,"{""url"": ""https://www.fecrpd.com/"", ""url_label"": """"}",,,,FULTON-EL CAMINO REC & PARK DIST PD,,Sacramento,,,,fc03d5c0-c49c-4b52-bda7-b0bc65cbac94,
,,Glendale Police Department Park Rangers,,,,Los Angeles County,,,,,,,GLENDALE PD PARK RANGERS,,Los Angeles,,,,25774ae2-dfd1-4152-8b01-5858e3bbb10a,
,,Hacienda La Puente Unified School District - Police,,,,Los Angeles County,,Hacienda La Puente Unified School District - Police,"{""url"": ""https://www.hlpschools.org/district/police-and-safety/police-officers"", ""url_label"": """"}",Hacienda La Puente Unified School District Police Department,4890.0,K-12,HACIENDA LA PUENTE USD,,Los Angeles,,,,9f4e70c4-a329-4b74-82c0-49c5b5701546,
,,Half Moon Bay Police Department,,,,San Mateo County,,,"{""url"": ""https://www.half-moon-bay.ca.us/211/Law-Enforcement"", ""url_label"": """"}",,,,HALF MOON BAY PD,,San Mateo,,,,0ccd3647-6b9e-4c2d-8904-d68eadb57e49,
,,Hesperia Unified School District Police Department,,,,San Bernardino County,,Hesperia Unified School District Police Department,"{""url"": ""https://www.husdpd.com/"", ""url_label"": """"}",Hesperia Unified School District Police Department,33745.0,K-12,HESPERIA UNIFIED SCHOOL DIST,,San Bernardino,,,,92919bc1-a56e-4496-9204-1b19e783a57e,
,,Holtville Police Department,,,,Imperial County,,,"{""url"": ""https://www.holtville.ca.gov/departments/public-safety/law-enforcement/"", ""url_label"": """"}",,,,HOLTVILLE PD,,Imperial,,,,16e9506d-841b-4343-903f-331b42af8a17,
,,Housing Authority Of The City Of Los Angeles,,7647,,Los Angeles County,Housing Authority Of The City Of Los Angeles,Housing Authority Of The City Of Los Angeles,"{""url"": ""https://hacla.org/en"", ""url_label"": """"}",Housing Authority of the City of Los Angeles,15244.0,City Agency,"LOS ANGELES CITY HOUSING AUTH, LOS ANGELES HOUSING AUTH",,Los Angeles,,,,3b4f2306-a3f3-47e4-a748-8e9f299bb4d6,
,,Hughson Police Services,,,,Stanislaus County,,,"{""url"": ""https://www.cityofhughsonca.gov/police"", ""url_label"": """"}",,,,HUGHSON PD,,Stanislaus,,,,db3131c0-fe15-436b-8d2d-15732ffd2955,
,,Humboldt County District Attorney,,6312,,Humboldt County,Humboldt County District Attorney,Humboldt County District Attorney,"{""url"": ""https://humboldtgov.org/2928/District-Attorney"", ""url_label"": """"}",Humboldt County District Attorney,18078.0,District Attorney,HUMBOLDT CO DA,,Humboldt,,,,ca99e31e-c6ce-4eeb-84ac-3f06f90d4adf,
,,Humboldt County Marshal Office,,,,Humboldt County,,,,,,,"HUMBOLDT CO MARSHAL, ERD , HUMBOLDT CO MARSHAL",,Humboldt,,,,c9a3f279-58ea-44ef-bca8-f372932ab7ae,
,,Huntington Beach Union High School Police Department,,,,Orange County,,Huntington Beach Union High School Police Department,"{""url"": ""https://www.hbuhsd.edu/apps/pages/safe-schools"", ""url_label"": """"}",Huntington Beach Union High School Police Department,19672.0,K-12,HUNTINGTON BCH UHSD,,Orange,,,,03f63a1d-f245-491d-901c-616e5335d163,
,,Imperial Beach Police Department,,,,San Diego County,,,"{""url"": ""https://www.imperialbeachca.gov/464/Sheriff-Department"", ""url_label"": """"}",,,,IMPERIAL BEACH PD,,San Diego,,,,be831258-5466-417e-bd0a-c41bb6c42546,
,,Inglewood Unified School District Police Department,,,,Los Angeles County,,Inglewood Unified School District Police Department,"{""url"": ""https://www.inglewoodusd.com/apps/pages/index.jsp?uREC_ID=2551544&type=d&pREC_ID=staff"", ""url_label"": """"}",Inglewood Unified School District Police Department,19899.0,K-12,"INGLEWOOD UNIF SCH DIST PD, INGLEWOOD USD PD",,Los Angeles,,,,61b06e4d-fa0e-4d72-b12b-d0e49ecc2878,
,,Inyo County District Attorney,,6314,,Inyo County,Inyo County District Attorney,Inyo County District Attorney,"{""url"": ""https://www.inyocounty.us/services/district-attorney"", ""url_label"": """"}",Inyo County District Attorney,18080.0,District Attorney,INYO CO DA,,Inyo,,,,7ed53d91-5659-418a-952d-dfa287fbd724,
,,Irvine Valley College Police,,3096,,Orange County,Irvine Valley College Police,,"{""url"": ""https://www.ivc.edu/police"", ""url_label"": """"}",,,Community College,IRVINE VALLEY CCD PD,,Orange,,,,fc4d94fd-dde5-47e0-89af-ec830777b497,
,,Isleton Police Department,,3403,,Sacramento County,Isleton Police Department,,"{""url"": ""https://www.sacsheriff.com/pages/central_division.php"", ""url_label"": """"}",,,Police Department,ISLETON PD,,Sacramento,,,,67d90470-716e-4e66-8dba-c8eae13ab78a,
,,Kern County Airport Police Department,,,,Kern County,,,,,,,KERN CO AIRPORT POLICE,,Kern,,,,791686c0-059e-4d45-b52e-fceca72c8fd7,
,,Kern County Coroner's Office,,,,Kern County,,,"{""url"": ""https://www.kernsheriff.org/Coroner"", ""url_label"": """"}",,,,KERN CO CORONER,,Kern,,,,f8c4b7d2-5e56-4ea2-94e2-85fd124e3ba4,
,,Kern County Department of Parks and Recreation,,,,Kern County,,Kern County Department of Parks and Recreation,"{""url"": ""https://www.kernsheriff.org/ParkRanger"", ""url_label"": """"}",Kern County Department of Parks and Recreation,19637.0,County Agency,KERN CO-DEPT OF PARKS & REC,,Kern,,,,7990629a-a596-42b1-bc94-0aaac6a0fab7,
,,Kern High School District Police Department,,1521,,Kern County,Kern High School Police,Kern High School District Police Department,"{""url"": ""https://www.kernhigh.org/apps/pages/index.jsp?uREC_ID=708689&type=d&pREC_ID=1077595"", ""url_label"": """"}",Kern High School District Police Department,19796.0,K-12,KERN HIGH SCHOOL DISTRICT PD,,Kern,,,,1ce77e41-fc33-4dcb-9046-1513d6a02c49,
,,Kings County Department of Human Services,,,,Kings County,,Kings County Department of Human Services,"{""url"": ""https://www.countyofkingsca.gov/departments/human-services-agency"", ""url_label"": """"}",Kings County Department of Human Services,19670.0,County Agency,"KINGS CO-HUMAN SVCS,WELFARE FD",,Kings,,,,c05b885a-1a7e-4c44-844b-f16c9474d566,
,,Kings County District Attorney,,6316,,Kings County,Kings County District Attorney,Kings County District Attorney,"{""url"": ""https://www.countyofkingsca.gov/departments/public-safety/district-attorney"", ""url_label"": """"}",Kings County District Attorney,18122.0,District Attorney,KINGS CO DA,,Kings,,,,9567b58d-2896-4e6f-b49c-a6d260d027dd,
,,Kings County Sheriff's Office Communications,,,,Kings County,,,,,,,KINGS CO COMMUNICATIONS,,Kings,,,,8c421717-d764-4682-aff5-c920e7aa6521,
,,Lafayette Police Department,,,,Contra Costa County,,,"{""url"": ""https://www.lovelafayette.org/city-hall/city-departments/police"", ""url_label"": """"}",,,,LAFAYETTE PD,,Contra Costa,,,,5e74e9a2-90f6-4fa0-a786-13c915862e76,
,,Lake County District Attorney,,6317,,Lake County,Lake County District Attorney,Lake County District Attorney,"{""url"": ""https://www.lakecountyca.gov/203/District-Attorney"", ""url_label"": """"}",Lake County District Attorney,18083.0,District Attorney,LAKE CO DA,,Lake,,,,beeada12-eff7-485c-b5f1-9b37a10a4ded,
,,Lake Elsinore Police Department,,,,Riverside County,,,"{""url"": ""https://www.lake-elsinore.org/309/Police"", ""url_label"": """"}",,,,ELSINORE PD,,Riverside,,,,31002eea-d127-4de4-b3f8-e7848b4bff97,
,,Lake Hemet Municipal Water District Police Department,,7504,,Riverside County,Lake Hemet Muni Water District,Lake Hemet Municipal Water District Police Department,"{""url"": ""https://www.lhmwd.org/"", ""url_label"": """"}",Lake Hemet Municipal Water District Police Department,19669.0,Other,LAKE HEMET MUNCPL WATER,,Riverside,,,,d6a6634f-294e-4146-9b43-c65416f61f06,
,,Lakewood Police Department,,,,Los Angeles County,,,"{""url"": ""https://lasd.org/lakewood/"", ""url_label"": """"}",,,,LAKEWOOD PD,,Los Angeles,,,,cac08bf3-e5c4-464e-afdf-f7a87c018282,
